condition_grouper_name,condition_grouper_canonical_url,condition_grouper_version,reporting_spec_grouper_snomed,reporting_spec_grouper_name,reporting_spec_grouper_canonical_url,reporting_spec_grouper_version
Jamestown_Canyon_virus_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/254a4128-db51-4102-8178-c844f8510491,3.0.0,41723001,Jamestown Canyon virus disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-41723001,20250829
Japanese_encephalitis_virus_JEV_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/c95bdb5c-a034-4bc6-aa7c-a15f9b7eeeb3,3.0.0,52947006,Japanese encephalitis virus (JEV) disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-52947006,20250829
Kawasaki_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/407595a2-d507-4e80-9537-fd2a8a3b8cbc,3.0.0,75053002,Kawasaki Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-75053002,20250829
Keystone_virus_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/c3391341-bb07-4fcf-bf45-6bbe2578c180,3.0.0,404237007,Keystone virus disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-404237007,20250829
La_Crosse_virus_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/2f2b4ce4-0edf-4300-9912-e35516fc8d10,3.0.0,61094002,La Crosse virus disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-61094002,20250829
Lead_in_Blood,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/f0922b13-4f11-4f59-82f9-8e650308f4fb,3.0.0,407152001,Lead in Blood,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-407152001,20250829
Legionellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/8d474b49-983e-4ba9-8379-05dd8623faca,3.0.0,26726000,Legionellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-26726000,20250829
Leishmaniasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3ccb96fe-f2c2-4a79-8fdd-6d66c1d8ca44,3.0.0,80612004,Leishmaniasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-80612004,20250829
Leptospirosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/41421125-e8b1-4048-ae24-0f26aa7de153,3.0.0,77377001,Leptospirosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-77377001,20250829
Limb_Reduction,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/5eb5499c-9040-46be-8456-1bf86226b9df,3.0.0,67341007,Limb Reduction,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-67341007,20250829
Listeriosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/92969634-a5e7-47df-b3ac-4ec1ddf60541,3.0.0,4241002,Listeriosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-4241002,20250829
Louseborne_relapsing_fever_LBRF,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/98d18137-af40-4d1f-b080-89f4dd62a150,3.0.0,14683004,Louse-borne relapsing fever (LBRF),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-14683004,20250829
Lyme_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/348f4787-0a54-4172-9f3e-f97808cc7972,3.0.0,23502006,Lyme Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-23502006,20250829
Lymphatic_Filariasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/436c0c8d-8277-4ff7-bd51-86183aca29a3,3.0.0,240820001,Lymphatic Filariasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-240820001,20250829
Lymphocytic_Choriomeningitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/4d07bff3-c9a6-45c7-a533-049740ea330c,3.0.0,721781004,Lymphocytic Choriomeningitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-721781004,20250829
Malaria,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/5b1be9bc-0c90-4e77-a558-2daa03f3bee9,3.0.0,61462000,Malaria,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-61462000,20250829
Measles,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/a28a01e9-94ca-49ae-9010-0408b3409e22,3.0.0,14189004,Measles,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-14189004,20250829
Melioidosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/9c031608-c5f1-4dee-836e-3eaa8c153aa5,3.0.0,428111003,Melioidosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-428111003,20250829
Meningitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b3f526be-a585-41bd-884b-2c89b4fb43f2,3.0.0,7180009,Meningitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-7180009,20250829
Meningococcal_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/fbe4579f-9897-4f13-8734-b17243996c8c,3.0.0,23511006,Meningococcal disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-23511006,20250829
Mercury_Exposure_and_Toxicity,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/7db57e09-ce52-4025-bc42-109a326f0346,3.0.0,767299002,Mercury Exposure and Toxicity,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-767299002,20250829
Methemoglobinemia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/75c6c468-a9ee-4300-ae19-45e1cc362077,3.0.0,38959009,Methemoglobinemia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-38959009,20250829
Microphthalmia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/bc7a0f41-a743-409f-86a8-e7d92db10f1f,3.0.0,61142002,Microphthalmia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-61142002,20250829
Microtia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/a84c8bdd-0f87-4be1-8319-cb9dc88b90a2,3.0.0,35045004,Microtia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-35045004,20250829
Middle_East_Respiratory_Syndrome_MERS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3255f60e-59d6-4f89-846b-40e7e811c6bc,3.0.0,651000146102,Middle East Respiratory Syndrome (MERS),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-651000146102,20250829
MIS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b4ea7ac2-a0dc-4ca0-9ab6-cad4b052b929,3.0.0,1119306006,Multisystem Inflammatory Syndrome in Adults (MIS-A),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-1119306006,20250829
MIS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b4ea7ac2-a0dc-4ca0-9ab6-cad4b052b929,3.0.0,895448002,Multisystem Inflammatory Syndrome in Children (MIS-C),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-895448002,20250829
Motor_Vehicle_Injury,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/fb880669-25f6-4f9d-a7c9-08ab3a5ecad4,3.0.0,407153006,Motor Vehicle Injury,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-407153006,20250829
Mpox,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e305988b-5ca1-418d-9886-4ac38c16737d,3.0.0,359814004,Mpox,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-359814004,20250829
Mumps,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/7f368057-a920-4ce7-926d-c361e866d4d1,3.0.0,36989005,Mumps,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-36989005,20250829
Naegleria_fowleri_Primary_Amebic_Meningoencephalitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ea403ba3-8124-48d4-9d53-58425245c98a,3.0.0,428175000,Naegleria fowleri Primary Amebic Meningoencephalitis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-428175000,20250829
Neonatal_Abstinence_Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/a8cac85b-4297-4633-a9a0-f265e0b9acc5,3.0.0,414819007,Neonatal Abstinence Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-414819007,20250829
Nipah_Virus_Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b2fcfe3c-ae60-46e8-aec2-c86a06ae4b08,3.0.0,406597005,Nipah Virus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406597005,20250829
Nonpestis_Yersiniosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/de6effca-c314-499d-9554-171d1241051e,3.0.0,83436008,Non-pestis Yersiniosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-83436008,20250829
NonPolio_Enterovirus_Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/daadfe59-aac8-4130-b57c-7d5de061fab9,3.0.0,53648006,Non-Polio Enterovirus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-53648006,20250829
NonStreptococcal_ToxicShock_Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/acda4439-873e-409c-9432-2a133001b34b,3.0.0,18504008,Non-Streptococcal Toxic Shock Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-18504008,20250829
Nongonococcal_Urethritis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/cc179b10-e347-4aff-8b42-6c6666e0ff50,3.0.0,84619001,Nongonococcal Urethritis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-84619001,20250829
Nontuberculous_Mycobacteria_Infection_Extrapulmonary,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/06e6a340-e274-490d-a937-97c1553a8572,3.0.0,111811007,"Nontuberculous Mycobacteria Infection, Extrapulmonary",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-111811007,20250829
Nontuberculous_Mycobacteria_Infection_Pulmonary,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/6a27d878-2981-4bfa-b210-619774127802,3.0.0,1731000119106,"Nontuberculous Mycobacteria Infection, Pulmonary",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-1731000119106,20250829
Norovirus_Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b460f7ca-c55a-4b50-9c74-8024a337a32d,3.0.0,721763002,Norovirus infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-721763002,20250829
Ophthalmia_Neonatorum,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/9a84f893-eb81-4ac3-b00a-ef3ef928ed85,3.0.0,34298002,Ophthalmia Neonatorum,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-34298002,20250829
Opioid_Overdose_and_Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d8b7282f-b9f0-4666-b4a5-109684c40342,3.0.0,242253008,Opioid Overdose and Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-242253008,20250829
Orthopoxvirus_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/68309661-c5fe-4126-8b32-bf13c028b118,3.0.0,414015000,Orthopoxvirus Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-414015000,20250829
Parkinsons_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b8452faf-6516-466b-b3b8-7a8627fa29ca,3.0.0,49049000,Parkinson's disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-49049000,20250829
Pelvic_Inflammatory_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/7f62ece8-0955-4701-b8d5-6ddf1214ce20,3.0.0,198130006,Pelvic Inflammatory Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-198130006,20250829
Pertussis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/9f75b061-f17f-4d42-a979-d5a9f9bd9428,3.0.0,27836007,Pertussis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-27836007,20250829
Pesticide_Related_Illness_or_injury,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e22b0a62-3f73-457c-9a13-d95a1141baeb,3.0.0,37131007,Pesticide Related Illness or injury,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-37131007,20250829
Phenylketonuria,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/4ddec385-9d1e-4d81-b0d0-3ccf3c7a90b1,3.0.0,190687004,Phenylketonuria,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-190687004,20250829
Plague,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/420fa39c-fdf8-45fd-a98b-10f27f5e4f99,3.0.0,58750007,Plague,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-58750007,20250829
Poliovirus_Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3425f1dc-7b0c-4781-aa87-3b85d2c690ca,3.0.0,398102009,Poliovirus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-398102009,20250829
Powassan_virus_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e108d9bf-808c-4ecd-8fb0-3f1bb4ce69fc,3.0.0,416707008,Powassan virus disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-416707008,20250829
Primary_Congenital_Hypothyroidism,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/0d1ebb73-79e8-4cd9-acb1-43fd413cabf2,3.0.0,190268003,Primary Congenital Hypothyroidism,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-190268003,20250829
Prion_Disease_Human,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/406594b0-b870-4a31-9a38-a4a09446cfdb,3.0.0,20484008,Prion Disease (Human),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-20484008,20250829
Psittacosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/eacf2657-52ab-46c4-9015-01b86436cb84,3.0.0,75116005,Psittacosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-75116005,20250829
Pulmonary_Valve_Atresia_and_Stenosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3d3a6e18-2eb0-437b-b567-e3931a59ff85,3.0.0,204339005,Pulmonary Valve Atresia and Stenosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-204339005,20250829
Q_fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/83ab38de-5824-4a3d-a304-d7381a83fd3e,3.0.0,186788009,Q Fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-186788009,20250829
Rabies_Human,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/991b9c3a-c71b-4abc-8075-83181ce7790a,3.0.0,14168008,Rabies (Human),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-14168008,20250829
Renal_Agenesis_and_Hypoplasia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/97fbc560-83ff-4d1e-ac8a-917cc1e63511,3.0.0,32659003,Renal Agenesis and Hypoplasia,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-32659003,20250829
Reyes_Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/5e8ffb05-cd8f-4bc3-a760-1da147b63252,3.0.0,74351001,Reye's Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-74351001,20250829
Rheumatic_Fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ca6a4759-c46d-4c77-bdcd-22aca3c94fb2,3.0.0,58718002,Rheumatic Fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-58718002,20250829
Rheumatic_Fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/ca6a4759-c46d-4c77-bdcd-22aca3c94fb2,3.0.0,195528001,Rheumatic Fever,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-195528001,20250829
Ricin_Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/6d33796b-4613-4f6e-b081-c8b52a7d3ef8,3.0.0,409617000,Ricin Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-409617000,20250829
Rotavirus_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b47a289a-e918-48ff-81de-501efb7f99c9,3.0.0,18624000,Rotavirus Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-18624000,20250829
RSV,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/09de3a87-085a-4c72-b7ba-27caacc25ddb,3.0.0,55735004,Respiratory Syncytial Virus (RSV)-Associated Mortality,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-55735004,20250829
RSV,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/09de3a87-085a-4c72-b7ba-27caacc25ddb,3.0.0,6415009,Respiratory Syncytial Virus (RSV),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-6415009,20250829
Rubella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d9096a7b-0202-46e1-b526-bb3c729de7df,3.0.0,36653000,Rubella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-36653000,20250829
Rubella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d9096a7b-0202-46e1-b526-bb3c729de7df,3.0.0,1857005,Congenital Rubella Syndrome (CRS),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-1857005,20250829
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,3.0.0,4834000,S. Typhi Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-4834000,20250829
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,3.0.0,85904008,S. Paratyphi Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-85904008,20250829
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,3.0.0,5595000,S. Typhi Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-5595000,20250829
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,3.0.0,79128009,S. Paratyphi Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-79128009,20250829
Salmonella,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/dbcb2fd9-fede-48e6-b931-5d6c7b0ca668,3.0.0,302231008,Salmonellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-302231008,20250829
Scabies,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/43dfff8b-f6be-4b4a-8c6f-6d279c5e0560,3.0.0,128869009,Scabies,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-128869009,20250829
Seafood_Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/be6be159-99d1-40ae-9c5d-3cce44b19671,3.0.0,269275003,Seafood Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-269275003,20250829
Severe_Acute_Respiratory_Syndrome_SARS,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/354feb2f-f74c-4cdd-8f1d-2a4218096b4f,3.0.0,398447004,Severe Acute Respiratory Syndrome (SARS),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-398447004,20250829
Shigellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/28598028-951c-4279-a3c9-fc8df94e5acf,3.0.0,36188001,Shigellosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-36188001,20250829
Silicosis_or_pneumoconiosis_due_to_dust_containing_silica,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/e838c675-ff3e-415c-bef9-3a0c691e112b,3.0.0,805002,Silicosis or pneumoconiosis due to dust containing silica,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-805002,20250829
Single_Ventricle,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/4786ffc8-1652-47df-90a5-8271f3716438,3.0.0,45503006,Single Ventricle,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-45503006,20250829
Smallpox,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/cdd2d02c-daef-4c2a-93be-09e77b2e4690,3.0.0,67924001,Smallpox,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-67924001,20250829
Snowshoe_hare_virus_disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3109dae8-52a3-4d9d-a9b9-96e4269cd219,3.0.0,404236003,Snowshoe hare virus disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-404236003,20250829
Spina_Bifida,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/6e10bc0a-a8a4-42ff-837c-bf9ff8b878b9,3.0.0,67531005,Spina Bifida,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-67531005,20250829
Spotted_Fever_Rickettsiosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b653b10b-31da-477e-9494-73dfc150d84c,3.0.0,186771002,Spotted Fever Rickettsiosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-186771002,20250829
St_Louis_Encephalitis_Virus_Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3bf02bbb-b52f-44e1-9016-50de900608ed,3.0.0,416129000,St. Louis Encephalitis Virus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-416129000,20250829
St_Louis_Encephalitis_Virus_Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/3bf02bbb-b52f-44e1-9016-50de900608ed,3.0.0,417192005,St. Louis Encephalitis Virus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-417192005,20250829
Staphylococcal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/8c68e1e9-691d-47b4-9aaf-095f1b4b89ea,3.0.0,419488004,Staphylococcal Enterotoxin B Poisoning,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-419488004,20250829
Staphylococcal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/8c68e1e9-691d-47b4-9aaf-095f1b4b89ea,3.0.0,406602003,Staphylococcus aureus Infection,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406602003,20250829
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,3.0.0,406610002,"Streptococcal disease, invasive",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406610002,20250829
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,3.0.0,406612005,"Streptococcal disease, invasive, Group B",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406612005,20250829
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,3.0.0,406614006,"Streptococcal disease, invasive, Group A",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406614006,20250829
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,3.0.0,406617004,Invasive Pneumococcal Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-406617004,20250829
Streptoccal_Disease,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/58980eef-1861-4ea0-95a6-486f57acf2da,3.0.0,240451000,Streptococcal Toxic Shock Syndrome,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-240451000,20250829
Strongyloidiasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/b7013449-4536-4626-89c5-0bbfa4a9d92e,3.0.0,1214006,Strongyloidiasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-1214006,20250829
Suicide,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/633dd1b0-3674-4a55-adf2-381031e21a2f,3.0.0,44301001,Suicide,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-44301001,20250829
Surgical_Site_Infection_SSI,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/74bc9530-adb7-41c4-a8d3-ee51f32caf4b,3.0.0,433202001,Surgical Site Infection (SSI),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-433202001,20250829
Syphilis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/78356523-0253-421c-8230-a41bc7c44199,3.0.0,76272004,Syphilis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-76272004,20250829
Syphilis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/78356523-0253-421c-8230-a41bc7c44199,3.0.0,35742006,"Syphilis, Congenital",https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-35742006,20250829
Taeniasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/2a59d8cc-f7a6-4ca0-b653-56f7b8117a1d,3.0.0,76172008,Taeniasis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-76172008,20250829
Tetanus,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/5ef98371-5cad-423a-9927-3399eeb036f8,3.0.0,76902006,Tetanus,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-76902006,20250829
Tetralogy_of_Fallot_TOF,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/d41c1a46-d0ae-45ee-9bd5-f3aa3e925935,3.0.0,86299006,Tetralogy of Fallot (TOF),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-86299006,20250829
Tick_Paralysis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/1160dd9a-326e-4535-a64c-aeef10f6f16d,3.0.0,74225001,Tick Paralysis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-74225001,20250829
Tickborne_relapsing_feverTBRF,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/0854d4c1-ea7d-464a-b055-be44c2cc24b9,3.0.0,10301003,Tickborne relapsing fever (TBRF),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-10301003,20250829
Total_Anomalous_Pulmonary_Venous_Connection_TAPVC,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/1fc0195d-50c9-40cb-902a-a7c39d9d2c28,3.0.0,111323005,Total Anomalous Pulmonary Venous Connection (TAPVC),https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-111323005,20250829
Toxoplasmosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/2ad82970-993d-4054-9520-7e4e8b0586ee,3.0.0,187192000,Toxoplasmosis,https://tes.tools.aimsplatform.org/api/fhir/ValueSet/rs-grouper-187192000,20250829
